id,value
id_0,39.36817484064248
id_1,14.679440445037317
id_2,8.151330910702734
id_3,17.652022074625204
id_4,27.30138104911155
id_5,110.40425367527523
id_6,31.135068524450404
id_7,35.45234293904013
id_8,42.38933848078419
id_9,19.218705799579748
id_10,24.36114897564046
id_11,40.79861422108206
id_12,42.60705972994153
id_13,14.437621906894703
id_14,25.986199354573948
id_15,43.20830232453675
id_16,34.76853807571833
id_17,51.072758414573066
id_18,22.592260603702123
id_19,11.829168372498136
id_20,29.621225122493986
id_21,32.133810440706476
id_22,51.22636513894323
id_23,48.514389269116776
id_24,18.775917673636147
id_25,12.175876995240952
id_26,44.24535045372365
id_27,34.137811539161696
id_28,63.415183060974464
id_29,16.51497932628203
id_30,16.542881622890004
id_31,44.50555194771368
id_32,35.22997734889627
id_33,25.39820942224197
id_34,53.051435812393905
id_35,39.80715426747144
id_36,13.85671691828456
id_37,49.663620346982576
id_38,23.784662088295434
id_39,2.2183766491859602
id_40,24.563861194164918
id_41,5.759674357087434
id_42,44.78598592573206
id_43,37.66045274064151
id_44,49.842880481712655
id_45,41.958538232058324
id_46,35.742865538195204
id_47,24.49890070407896
id_48,24.27111493119969
id_49,58.94412201673281
id_50,22.921252681477807
id_51,46.137594271574656
id_52,21.005414989979872
id_53,30.944757874603976
id_54,16.88008716254959
id_55,31.757703012861917
id_56,42.24558383385425
id_57,23.645858829785958
id_58,25.253474785171505
id_59,12.305047516509301
id_60,57.32602676144818
id_61,86.50650156210928
id_62,34.89165049455592
id_63,22.885697121082533
id_64,17.242733470851423
id_65,37.263172624572206
id_66,40.85459523719301
id_67,12.660694137772563
id_68,50.10676291784546
id_69,9.278190543845191
id_70,13.773249109476225
id_71,23.062677523667993
id_72,30.866913868374986
id_73,13.666055841739325
id_74,48.469724253580516
id_75,62.411050766452824
id_76,3.8287844741385877
id_77,36.155945560138804
id_78,72.75446509579082
id_79,38.90106501391155
id_80,51.97813469339918
id_81,18.596670448919813
id_82,13.262202675956853
id_83,33.34202053115893
id_84,13.09742885294471
id_85,11.263394032247115
id_86,27.839573151773173
id_87,89.38034240202282
id_88,27.06765773798496
id_89,49.513728641077314
id_90,19.982348233400828
id_91,61.55470948773119
id_92,56.58361041111944
id_93,8.158041023830169
id_94,21.32255902937143
id_95,28.055466333307866
id_96,24.365761778720415
id_97,0.45116662028615595
id_98,16.82861754678544
id_99,34.77521755011784
id_100,21.549478969025035
id_101,46.074020822890795
id_102,32.96594763865548
id_103,31.774696658892594
id_104,34.29115517762643
id_105,29.622041152770567
id_106,17.53976634139648
id_107,38.1804757798922
id_108,9.67255806701
id_109,71.45724710086267
id_110,31.07299244755404
id_111,67.27170981099853
id_112,21.405557667595804
id_113,26.16918321374309
id_114,25.195387033017987
id_115,35.00651025925595
id_116,38.20188136139857
id_117,24.516270190440256
id_118,28.923593012640975
id_119,42.656190645055375
id_120,25.96402428201254
id_121,37.09114134197204
id_122,62.960798862635535
id_123,5.067044025637255
id_124,35.346851199002884
id_125,5.520717942039364
id_126,33.15990315159191
id_127,18.9616783346662
id_128,29.337164976647742
id_129,49.769239035396204
id_130,6.842832288653459
id_131,48.71353256039431
id_132,21.26425105360306
id_133,6.088296664763313
id_134,20.696144219317663
id_135,30.829231795215392
id_136,65.9178046503568
id_137,93.8932964016845
id_138,26.043557534362495
id_139,55.0451873184031
id_140,76.78482004955833
id_141,16.848805392171045
id_142,46.51117183320603
id_143,33.47527597907251
id_144,31.59410346773699
id_145,13.36900654957669
id_146,35.97984165557174
id_147,44.752404884246694
id_148,31.173861166180057
id_149,18.54449789895491
id_150,42.77419122045746
id_151,31.724029088158577
id_152,58.26922053846747
id_153,22.64563884148564
id_154,12.918546467142253
id_155,63.238690499334304
id_156,14.65825791648791
id_157,25.756945766597724
id_158,42.20272695597235
id_159,27.09281989363473
id_160,12.728235035361402
id_161,103.61708169955959
id_162,57.89793791979751
id_163,32.68105156912043
id_164,36.98212566293347
id_165,34.39170104791887
id_166,42.84232912981178
id_167,54.213352385164065
id_168,14.615593396576871
id_169,24.20339895576919
id_170,31.93260057612987
id_171,30.10684259761275
id_172,27.460989679486584
id_173,41.40205254596349
id_174,87.1331028524922
id_175,50.309300074429096
id_176,19.255222686974278
id_177,26.688059029129352
id_178,64.3914877772453
id_179,27.05012712086588
id_180,16.362879768347568
id_181,31.708435879441126
id_182,22.419607232354274
id_183,33.78928561247285
id_184,12.515357648289022
id_185,31.25438306214241
id_186,34.89563609221526
id_187,45.26742428621923
id_188,74.12541239316576
id_189,55.11405479255755
id_190,6.78972839355383
id_191,21.962726258566768
id_192,17.85101612119265
id_193,33.32783975874923
id_194,25.363438856958673
id_195,14.9661178010716
id_196,12.755929555535893
id_197,15.310374881612054
id_198,23.32392646818827
id_199,12.166558727046862
id_200,10.26025199165732
id_201,26.578750712076218
id_202,19.45473119632622
id_203,69.24425743526966
id_204,-1.9602704453649527
id_205,19.737703771852242
id_206,63.19482139177686
id_207,46.388009020432804
id_208,21.790361946613938
id_209,28.365177729287137
id_210,43.455455666038375
id_211,35.57716240553669
id_212,33.590954179565955
id_213,-0.7278822567718846
id_214,15.068748781341368
id_215,4.814148196657567
id_216,47.829126806031994
id_217,7.7498471324321
id_218,34.95625151161278
id_219,95.40684577601382
id_220,51.21158109524972
id_221,19.225856473818574
id_222,37.2507263858774
id_223,86.47220806124301
id_224,30.99753092731281
id_225,20.119633306991513
id_226,12.715793024797774
id_227,45.47112603296552
id_228,34.78133934236587
id_229,33.74067102889099
id_230,9.914916775185228
id_231,32.98868853354766
id_232,0.6942341961171388
id_233,30.93213790579661
id_234,58.94626120928042
id_235,23.55347436644113
id_236,16.294878357936625
id_237,13.124532124520265
id_238,15.90560678593325
id_239,34.830504050878865
id_240,24.179634199645584
id_241,70.66212605308364
id_242,36.09898029231725
id_243,32.76189199350014
id_244,56.405489152876896
id_245,37.81707805556877
id_246,42.96492044211698
id_247,45.01479013474094
id_248,20.37570620559921
id_249,4.274339834689084
id_250,14.471971486684565
id_251,35.61238327972506
id_252,13.465590552457085
id_253,26.202970111424346
id_254,19.61825724930316
id_255,32.855186348395826
id_256,39.120576995347754
id_257,6.114940818700622
id_258,30.687275961694628
id_259,39.5209463088797
