id,value
id_0,39.0704448990314
id_1,14.922154075564709
id_2,6.5631303289800815
id_3,20.49483657328779
id_4,26.996299487298057
id_5,110.58653695314432
id_6,27.92507990358524
id_7,33.49776240130832
id_8,41.85678614789295
id_9,17.70849532442625
id_10,23.281177822149335
id_11,40.928005731605765
id_12,41.85678614789295
id_13,13.993373659277529
id_14,26.996299487298057
id_15,41.85678614789295
id_16,35.35532323388268
id_17,53.00215114333911
id_18,21.423616989574974
id_19,11.207032410415986
id_20,30.71142115244678
id_21,29.7826407361596
id_22,52.07337072705193
id_23,48.35824906190321
id_24,20.49483657328779
id_25,11.207032410415986
id_26,43.714346980467305
id_27,34.4265428175955
id_28,59.503614057349374
id_29,15.85093449185189
id_30,17.70849532442625
id_31,43.714346980467305
id_32,36.28410365016986
id_33,21.423616989574974
id_34,50.21580989447757
id_35,40.928005731605765
id_36,14.922154075564709
id_37,48.35824906190321
id_38,24.209958238436517
id_39,2.8480086638313598
id_40,26.996299487298057
id_41,7.491910745267264
id_42,45.57190781304167
id_43,26.996299487298057
id_44,48.35824906190321
id_45,39.99922531531858
id_46,36.28410365016986
id_47,23.281177822149335
id_48,24.209958238436517
id_49,58.5748336410622
id_50,23.281177822149335
id_51,42.78556656418012
id_52,21.423616989574974
id_53,29.7826407361596
id_54,18.63727574071343
id_55,33.49776240130832
id_56,39.0704448990314
id_57,24.209958238436517
id_58,24.209958238436517
id_59,11.207032410415986
id_60,56.717272808487834
id_61,87.3670265459648
id_62,34.4265428175955
id_63,24.209958238436517
id_64,14.922154075564709
id_65,32.56898198502114
id_66,40.928005731605765
id_67,11.207032410415986
id_68,48.35824906190321
id_69,8.420691161554444
id_70,15.85093449185189
id_71,17.70849532442625
id_72,29.7826407361596
id_73,15.85093449185189
id_74,47.429468645616026
id_75,64.14751613878528
id_76,2.8480086638313598
id_77,35.35532323388268
id_78,72.50653988536992
id_79,39.0704448990314
id_80,51.14459031076475
id_81,20.49483657328779
id_82,13.064593242990348
id_83,31.64020156873396
id_84,12.135812826703166
id_85,13.064593242990348
id_86,29.7826407361596
id_87,90.15336779482635
id_88,28.853860319872418
id_89,49.28702947819039
id_90,14.922154075564709
id_91,62.28995530621092
id_92,54.85971197591348
id_93,9.349471577841625
id_94,21.423616989574974
id_95,24.209958238436517
id_96,24.209958238436517
id_97,2.8480086638313598
id_98,14.922154075564709
id_99,34.4265428175955
id_100,21.423616989574974
id_101,44.64312739675449
id_102,32.56898198502114
id_103,31.64020156873396
id_104,32.56898198502114
id_105,29.7826407361596
id_106,19.566056157000613
id_107,38.14166448274422
id_108,9.349471577841625
id_109,70.64897905279555
id_110,30.71142115244678
id_111,67.862637803934
id_112,21.423616989574974
id_113,28.853860319872418
id_114,25.138738654723696
id_115,34.4265428175955
id_116,38.14166448274422
id_117,22.352397405862153
id_118,29.7826407361596
id_119,43.714346980467305
id_120,26.067519071010878
id_121,34.4265428175955
id_122,65.07629655507246
id_123,6.5631303289800815
id_124,31.64020156873396
id_125,6.5631303289800815
id_126,33.49776240130832
id_127,17.70849532442625
id_128,27.92507990358524
id_129,47.429468645616026
id_130,7.491910745267264
id_131,50.21580989447757
id_132,23.281177822149335
id_133,8.420691161554444
id_134,20.49483657328779
id_135,32.56898198502114
id_136,62.28995530621092
id_137,90.15336779482635
id_138,24.209958238436517
id_139,55.78849239220065
id_140,78.079222383093
id_141,16.77971490813907
