id,value
id_0,36.88376314545518
id_1,13.353203821403065
id_2,6.703531738468858
id_3,18.292545710983592
id_4,28.552833140528058
id_5,98.87928071322742
id_6,26.498767332772594
id_7,38.4045734635528
id_8,31.375098662101955
id_9,21.248411546606473
id_10,28.401903406523196
id_11,32.673753085424174
id_12,36.520674009655764
id_13,14.630244073154792
id_14,27.566297368867975
id_15,41.96922424101226
id_16,26.976347186921917
id_17,61.58464804006156
id_18,20.74796675135268
id_19,10.614131421858891
id_20,32.536301045867006
id_21,26.498690214924785
id_22,31.536032612880874
id_23,42.21264134826117
id_24,15.230900611574938
id_25,15.189099041886987
id_26,43.03913744408252
id_27,34.349792704258384
id_28,54.8606378767088
id_29,22.227747478417392
id_30,17.108297444909788
id_31,37.61921386192692
id_32,37.36534446019763
id_33,31.205260906015457
id_34,49.23430916448735
id_35,42.09300975074613
id_36,16.65588565398307
id_37,43.21775007506052
id_38,21.682314509347
id_39,1.5989913270256562
id_40,28.95510047894834
id_41,14.075292614220748
id_42,50.526054207131665
id_43,19.059829560207017
id_44,64.79400729731645
id_45,40.0337822509319
id_46,35.11097286672499
id_47,25.395765867728993
id_48,24.243373654191558
id_49,59.810690863959685
id_50,28.889187730859017
id_51,53.499171760359346
id_52,25.149610616168466
id_53,32.059506807582764
id_54,19.023276783476867
id_55,37.58894933391819
id_56,38.73459946013603
id_57,25.692192774475867
id_58,30.173955331854128
id_59,11.921589396806924
id_60,63.57823340448506
id_61,82.38040297289633
id_62,40.77890491030686
id_63,22.5092922428666
id_64,14.987886608476416
id_65,47.26411363735046
id_66,35.05398463036717
id_67,12.345236626459856
id_68,53.492205985510616
id_69,4.745944567217276
id_70,20.912008154919736
id_71,16.05492207532003
id_72,26.309012035454302
id_73,23.225446209536788
id_74,52.289309774004465
id_75,63.26607029865496
id_76,9.736144557140102
id_77,43.43605678569915
id_78,76.12875237349267
id_79,43.82683003295845
id_80,57.8397665099451
id_81,28.607656317083862
id_82,13.557827532218061
id_83,44.06597546102612
id_84,12.88721445572151
id_85,12.861178545765526
id_86,27.990745593713815
id_87,90.68244359678711
id_88,29.95419417147958
id_89,44.54221923280591
id_90,17.20907874531869
id_91,63.81574373661616
id_92,59.051082585560614
id_93,10.387726797038377
id_94,27.359105086720376
id_95,24.44578110175562
id_96,25.709599894788777
id_97,1.7818726026581935
id_98,14.93040533043038
id_99,39.43819729575126
id_100,24.160050699045797
id_101,45.338319309076354
id_102,27.9138307992132
id_103,37.98555158054694
id_104,27.825754316568773
id_105,19.308189451348373
id_106,15.513247819542396
id_107,38.01841418429275
id_108,11.74868509579354
